role_noun,role_noun_set,sentence,sentence_format,task_wording,prompt_text,model,man,woman,person,feminine_score,genderedness_score
councilperson,"['councilperson', 'councilwoman', 'councilman']","I’ve been in development, brokerage, property management, appraisal, construction management, and even served as a city councilperson.","I’ve been in development, brokerage, property management, appraisal, construction management, and even served as a city [ROLE NOUN].",simple,"I’ve been in development, brokerage, property management, appraisal, construction management, and even served as a city councilperson. I am a",llama-3.1-8B,-6.233504295349121,-7.514754295349121,-6.725691795349121,0.21733752104706247,0.6763922964615736
councilperson,"['councilperson', 'councilwoman', 'councilman']",councilperson Goode serves on many committees in the community two being the Chair of Public Safety and laison to our seniors.,[ROLE NOUN] Goode serves on many committees in the community two being the Chair of Public Safety and laison to our seniors.,simple,councilperson Goode serves on many committees in the community two being the Chair of Public Safety and laison to our seniors. I am a,llama-3.1-8B,-5.894308090209961,-6.433370590209961,-5.355245590209961,0.3684056955947133,0.4801218614084768
councilperson,"['councilperson', 'councilwoman', 'councilman']","As Town councilperson, I then voted to impose Term Limits on all elected officials in Islip...including myself!","As Town [ROLE NOUN], I then voted to impose Term Limits on all elected officials in Islip...including myself!",simple,"As Town councilperson, I then voted to impose Term Limits on all elected officials in Islip...including myself! I am a",llama-3.1-8B,-3.4996137619018555,-5.351176261901856,-4.851176261901856,0.13568954596860913,0.8171842467639813
councilperson,"['councilperson', 'councilwoman', 'councilman']","As a City councilperson, I will always ensure the best interests of the residents of Rochester Hills are at the forefront of all decisions.","As a City [ROLE NOUN], I will always ensure the best interests of the residents of Rochester Hills are at the forefront of all decisions.",simple,"As a City councilperson, I will always ensure the best interests of the residents of Rochester Hills are at the forefront of all decisions. I am a",llama-3.1-8B,-5.785809516906738,-6.012372016906738,-5.004559516906738,0.4436004207211306,0.45140849132489924
councilperson,"['councilperson', 'councilwoman', 'councilman']","As a councilperson on Louisville Metro Council, I successfully spearheaded and passed a minimum wage increase and a bill to ban the box on job applications.","As a [ROLE NOUN] on Louisville Metro Council, I successfully spearheaded and passed a minimum wage increase and a bill to ban the box on job applications.",simple,"As a councilperson on Louisville Metro Council, I successfully spearheaded and passed a minimum wage increase and a bill to ban the box on job applications. I am a",llama-3.1-8B,-8.862478256225586,-5.784353733062744,-6.596853733062744,0.9559813300712608,0.7021416016816565
councilperson,"['councilperson', 'councilwoman', 'councilman']","I ask for your vote to re-elect me as your KCMO District 1, In-District councilperson.","I ask for your vote to re-elect me as your KCMO District 1, In-District [ROLE NOUN].",simple,"I ask for your vote to re-elect me as your KCMO District 1, In-District councilperson. I am a",llama-3.1-8B,-5.53027868270874,-5.77246618270874,-5.53027868270874,0.4397473463667374,0.6409218389543274
councilperson,"['councilperson', 'councilwoman', 'councilman']",I look forward to serving as your City councilperson for Place 1.,I look forward to serving as your City [ROLE NOUN] for Place 1.,simple,I look forward to serving as your City councilperson for Place 1. I am a,llama-3.1-8B,-6.896452903747559,-7.646452903747559,-7.052702903747559,0.32082130082460697,0.632538144158278
councilperson,"['councilperson', 'councilwoman', 'councilman']","In the meantime, it’s an honor to serve as your councilperson and I hope you allow me to continue representing you in 2022 and beyond.","In the meantime, it’s an honor to serve as your [ROLE NOUN] and I hope you allow me to continue representing you in 2022 and beyond.",simple,"In the meantime, it’s an honor to serve as your councilperson and I hope you allow me to continue representing you in 2022 and beyond. I am a",llama-3.1-8B,-4.9810404777526855,-6.4107279777526855,-5.6138529777526855,0.19314738002256465,0.7000270670516405
councilperson,"['councilperson', 'councilwoman', 'councilman']",As your councilperson it is my duty to make sure the city continues setting realistic goals and priorities.,As your [ROLE NOUN] it is my duty to make sure the city continues setting realistic goals and priorities.,simple,As your councilperson it is my duty to make sure the city continues setting realistic goals and priorities. I am a,llama-3.1-8B,-5.850148677825928,-7.045461177825928,-5.068898677825928,0.2323101460968801,0.37358195741689465
councilperson,"['councilperson', 'councilwoman', 'councilman']","As a councilperson, I have been a voice for progress.","As a [ROLE NOUN], I have been a voice for progress.",simple,"As a councilperson, I have been a voice for progress. I am a",llama-3.1-8B,-6.05669641494751,-5.05669641494751,-5.16607141494751,0.7310585786300049,0.604114013558613
cow herder,"['cow herder', 'cowgirl', 'cowboy']","I worked as a cow herder from 1981-1987 and wrote a book, I See By Your Outfit, about those experiences.","I worked as a [ROLE NOUN] from 1981-1987 and wrote a book, I See By Your Outfit, about those experiences.",simple,"I worked as a cow herder from 1981-1987 and wrote a book, I See By Your Outfit, about those experiences. I am a",llama-3.1-8B,-7.042804718017578,-7.230304718017578,-7.464679718017578,0.4532618480153861,0.7360736878534724
cow herder,"['cow herder', 'cowgirl', 'cowboy']",I am a web-marketing cow herder and love to explore all that the internet has to offer.,I am a web-marketing [ROLE NOUN] and love to explore all that the internet has to offer.,simple,I am a web-marketing cow herder and love to explore all that the internet has to offer. I am a,llama-3.1-8B,-6.250348091125488,-7.055035591125488,-6.211285591125488,0.3090237111195067,0.5819022618179688
cow herder,"['cow herder', 'cowgirl', 'cowboy']","I grew up in a peasant famiIy, in a ruraI area of Cambodia where I was raised as a cow herder.","I grew up in a peasant famiIy, in a ruraI area of Cambodia where I was raised as a [ROLE NOUN].",simple,"I grew up in a peasant famiIy, in a ruraI area of Cambodia where I was raised as a cow herder. I am a",llama-3.1-8B,-4.501621723175049,-5.126621723175049,-4.853184223175049,0.34864513533394575,0.6857368321104133
cow herder,"['cow herder', 'cowgirl', 'cowboy']",I am a cow herder! ….. well at heart anymore I guess.,I am a [ROLE NOUN]! ….. well at heart anymore I guess.,simple,I am a cow herder! ….. well at heart anymore I guess. I am a,llama-3.1-8B,-5.482654571533203,-5.756092071533203,-5.388904571533203,0.4320633892123068,0.6158559478430439
cow herder,"['cow herder', 'cowgirl', 'cowboy']","When I was growing up, I always wanted to be a cow herder.","When I was growing up, I always wanted to be a [ROLE NOUN].",simple,"When I was growing up, I always wanted to be a cow herder. I am a",llama-3.1-8B,-6.030097961425781,-5.623847961425781,-5.248847961425781,0.600188359260205,0.5338261873280415
cow herder,"['cow herder', 'cowgirl', 'cowboy']",I was just the existential cow herder who self-medicated on marijuana all day and considered suicide a viable option.,I was just the existential [ROLE NOUN] who self-medicated on marijuana all day and considered suicide a viable option.,simple,I was just the existential cow herder who self-medicated on marijuana all day and considered suicide a viable option. I am a,llama-3.1-8B,-4.47603702545166,-5.44478702545166,-4.69478702545166,0.2751297238231752,0.6319316464186442
cow herder,"['cow herder', 'cowgirl', 'cowboy']","C: I wasn’t terribly creative, so I was a witch for several years than a cow herder for as long as my red boots would fit me.","C: I wasn’t terribly creative, so I was a witch for several years than a [ROLE NOUN] for as long as my red boots would fit me.",simple,"C: I wasn’t terribly creative, so I was a witch for several years than a cow herder for as long as my red boots would fit me. I am a",llama-3.1-8B,-6.616030693054199,-5.201968193054199,-6.600405693054199,0.804405915893501,0.834255016367553
cow herder,"['cow herder', 'cowgirl', 'cowboy']","Late at night I like to imagine myself as a part time world travelling, radio psychologist, wine taster/quaffer, writer, artist and hippy cow herder who lives at the beach.","Late at night I like to imagine myself as a part time world travelling, radio psychologist, wine taster/quaffer, writer, artist and hippy [ROLE NOUN] who lives at the beach.",simple,"Late at night I like to imagine myself as a part time world travelling, radio psychologist, wine taster/quaffer, writer, artist and hippy cow herder who lives at the beach. I am a",llama-3.1-8B,-6.585315227508545,-4.616565227508545,-5.171252727508545,0.8774767874818409,0.6649411331886733
cow herder,"['cow herder', 'cowgirl', 'cowboy']","I'm a wanna be photographer, runner, cow herder and writer... and was a wanna be blogger.... until now.","I'm a wanna be photographer, runner, [ROLE NOUN] and writer... and was a wanna be blogger.... until now.",simple,"I'm a wanna be photographer, runner, cow herder and writer... and was a wanna be blogger.... until now. I am a",llama-3.1-8B,-7.856121063232422,-5.106121063232422,-6.207683563232422,0.9399133498259924,0.7619735585525631
cow herder,"['cow herder', 'cowgirl', 'cowboy']","Because by then, I had become a real live Manhattan cow herder.","Because by then, I had become a real live Manhattan [ROLE NOUN].",simple,"Because by then, I had become a real live Manhattan cow herder. I am a",llama-3.1-8B,-4.983244895935059,-4.944182395935059,-4.912932395935059,0.509764383426016,0.6553311666931506
cow herder,"['cow herder', 'cowgirl', 'cowboy']","And yes, I am a bit of a cow herder.","And yes, I am a bit of a [ROLE NOUN].",simple,"And yes, I am a bit of a cow herder. I am a",llama-3.1-8B,-6.770581245422363,-5.653393745422363,-5.426831245422363,0.7534666539902642,0.5141232462356731
cow herder,"['cow herder', 'cowgirl', 'cowboy']","Okay, so I spent a lot of time dreaming I was a cow herder with a trusty black stallion.","Okay, so I spent a lot of time dreaming I was a [ROLE NOUN] with a trusty black stallion.",simple,"Okay, so I spent a lot of time dreaming I was a cow herder with a trusty black stallion. I am a",llama-3.1-8B,-5.653199672698975,-4.801637172698975,-6.239137172698975,0.7008948097542927,0.8572821464017413
craftsperson,"['craftsperson', 'craftswoman', 'craftsman']",I consider myself as much a designer as a craftsperson.,I consider myself as much a designer as a [ROLE NOUN].,simple,I consider myself as much a designer as a craftsperson. I am a,llama-3.1-8B,-6.771961212158203,-6.295398712158203,-4.967273712158203,0.6169358313194448,0.3004544520446832
craftsperson,"['craftsperson', 'craftswoman', 'craftsman']","I have always been a craftsperson and operated a wood shop as part of my trade, building all sorts of items made of wood.","I have always been a [ROLE NOUN] and operated a wood shop as part of my trade, building all sorts of items made of wood.",simple,"I have always been a craftsperson and operated a wood shop as part of my trade, building all sorts of items made of wood. I am a",llama-3.1-8B,-5.863863945007324,-7.793551445007324,-5.262301445007324,0.126785173178859,0.38556607316832897
craftsperson,"['craftsperson', 'craftswoman', 'craftsman']","Hopefully I can inspire you to become a doer, a maker, a creator . . . a craftsperson.","Hopefully I can inspire you to become a doer, a maker, a creator . . . a [ROLE NOUN].",simple,"Hopefully I can inspire you to become a doer, a maker, a creator . . . a craftsperson. I am a",llama-3.1-8B,-7.034117221832275,-5.370054721832275,-4.362242221832275,0.8407825918539463,0.3027175577590087
craftsperson,"['craftsperson', 'craftswoman', 'craftsman']",I have been a plumber for 24 years now and i consider myself to be a craftsperson and perfectionist.,I have been a plumber for 24 years now and i consider myself to be a [ROLE NOUN] and perfectionist.,simple,I have been a plumber for 24 years now and i consider myself to be a craftsperson and perfectionist. I am a,llama-3.1-8B,-5.338275909423828,-10.080463409423828,-5.166400909423828,0.008644177936723585,0.4592919935666066
craftsperson,"['craftsperson', 'craftswoman', 'craftsman']","I then moved on to being a designer and craftsperson, I have over 20 years’ experience in designing.","I then moved on to being a designer and [ROLE NOUN], I have over 20 years’ experience in designing.",simple,"I then moved on to being a designer and craftsperson, I have over 20 years’ experience in designing. I am a",llama-3.1-8B,-8.130364418029785,-7.247551918029785,-6.575676918029785,0.707404700988261,0.41928173245736294
craftsperson,"['craftsperson', 'craftswoman', 'craftsman']",Usually I describe myself as a Software craftsperson and Data Scientist.,Usually I describe myself as a Software [ROLE NOUN] and Data Scientist.,simple,Usually I describe myself as a Software craftsperson and Data Scientist. I am a,llama-3.1-8B,-6.393807888031006,-9.151620864868164,-4.557870388031006,0.05964691619971937,0.14499133184573093
craftsperson,"['craftsperson', 'craftswoman', 'craftsman']","I am a craftsperson, designer maker and artist and have been, on and off, for the last twenty years.","I am a [ROLE NOUN], designer maker and artist and have been, on and off, for the last twenty years.",simple,"I am a craftsperson, designer maker and artist and have been, on and off, for the last twenty years. I am a",llama-3.1-8B,-7.401783943176269,-7.0736589431762695,-6.3627214431762695,0.5813030906443131,0.4579856780175455
craftsperson,"['craftsperson', 'craftswoman', 'craftsman']",Some time in my forties I began to identify myself as an artist/craftsperson.,Some time in my forties I began to identify myself as an artist/[ROLE NOUN].,simple,Some time in my forties I began to identify myself as an artist/craftsperson. I am a,llama-3.1-8B,-7.63969612121582,-5.06938362121582,-4.89750862121582,0.9289263306198164,0.4754823896196666
craftsperson,"['craftsperson', 'craftswoman', 'craftsman']","So now I am an author, craftsperson and business owner, and enjoying the adventure.","So now I am an author, [ROLE NOUN] and business owner, and enjoying the adventure.",simple,"So now I am an author, craftsperson and business owner, and enjoying the adventure. I am a",llama-3.1-8B,-8.00818157196045,-5.289431571960449,-5.601931571960449,0.9381240142763573,0.5929980483807406
craftsperson,"['craftsperson', 'craftswoman', 'craftsman']","I supervised the manufacture of objects for set dressing as well as working as a craftsperson creating objects ranging from 17th century dolls, effigies, floorcloths, silhouettes to a child's diary.","I supervised the manufacture of objects for set dressing as well as working as a [ROLE NOUN] creating objects ranging from 17th century dolls, effigies, floorcloths, silhouettes to a child's diary.",simple,"I supervised the manufacture of objects for set dressing as well as working as a craftsperson creating objects ranging from 17th century dolls, effigies, floorcloths, silhouettes to a child's diary. I am a",llama-3.1-8B,-9.307418823242188,-8.201950073242188,-7.467574596405029,0.7512833816078802,0.38974050619123096
craftsperson,"['craftsperson', 'craftswoman', 'craftsman']","As a craftsperson or hobbyist, I try to offer a distinctive product by hand using traditional methods.","As a [ROLE NOUN] or hobbyist, I try to offer a distinctive product by hand using traditional methods.",simple,"As a craftsperson or hobbyist, I try to offer a distinctive product by hand using traditional methods. I am a",llama-3.1-8B,-7.341179847717285,-7.833367347717285,-6.184929847717285,0.37937838411972974,0.33643623807590284
craftsperson,"['craftsperson', 'craftswoman', 'craftsman']","Pottery, Jewelry, and More I've been a craftsperson since taking my first watercolor class in 1993 and pottery class in 1996.","Pottery, Jewelry, and More I've been a [ROLE NOUN] since taking my first watercolor class in 1993 and pottery class in 1996.",simple,"Pottery, Jewelry, and More I've been a craftsperson since taking my first watercolor class in 1993 and pottery class in 1996. I am a",llama-3.1-8B,-10.362116813659668,-7.362116813659668,-7.135554313659668,0.9525741268224333,0.4556232876990458
craftsperson,"['craftsperson', 'craftswoman', 'craftsman']",For nearly 30 years I was a professional craftsperson with a sewn line of country primitive kitchen accessories items and country style curtains.,For nearly 30 years I was a professional [ROLE NOUN] with a sewn line of country primitive kitchen accessories items and country style curtains.,simple,For nearly 30 years I was a professional craftsperson with a sewn line of country primitive kitchen accessories items and country style curtains. I am a,llama-3.1-8B,-8.999811172485352,-6.003716945648193,-6.159966945648193,0.9523973648082725,0.5510769423069604
craftsperson,"['craftsperson', 'craftswoman', 'craftsman']",Currently available work » I am an artist and craftsperson.,Currently available work » I am an artist and [ROLE NOUN].,simple,Currently available work » I am an artist and craftsperson. I am a,llama-3.1-8B,-6.223814010620117,-5.731626510620117,-5.028501510620117,0.6206216158802704,0.4437167242130799
craftsperson,"['craftsperson', 'craftswoman', 'craftsman']","I am an avid gardener (expect springtime flower pictures!), quilter and craftsperson.","I am an avid gardener (expect springtime flower pictures!), quilter and [ROLE NOUN].",simple,"I am an avid gardener (expect springtime flower pictures!), quilter and craftsperson. I am a",llama-3.1-8B,-9.627243041992188,-6.806930541992188,-6.330368041992188,0.9437636542955161,0.39683194206718053
craftsperson,"['craftsperson', 'craftswoman', 'craftsman']",I am a master craftsperson who aspires to add an air of class to your space with my top-quality artisanal wall art and photo album options.,I am a master [ROLE NOUN] who aspires to add an air of class to your space with my top-quality artisanal wall art and photo album options.,simple,I am a master craftsperson who aspires to add an air of class to your space with my top-quality artisanal wall art and photo album options. I am a,llama-3.1-8B,-5.430891036987305,-6.876203536987305,-5.493391036987305,0.19072402531203367,0.5681029222290478
craftsperson,"['craftsperson', 'craftswoman', 'craftsman']","I am a scientist, artist, craftsperson, nature enthusiast and animal lover.","I am a scientist, artist, [ROLE NOUN], nature enthusiast and animal lover.",simple,"I am a scientist, artist, craftsperson, nature enthusiast and animal lover. I am a",llama-3.1-8B,-7.009729385375977,-5.181604385375977,-4.705041885375977,0.8615382094310357,0.4188425540304677
craftsperson,"['craftsperson', 'craftswoman', 'craftsman']",Every day I am working to be a better designer and a more skilled craftsperson.,Every day I am working to be a better designer and a more skilled [ROLE NOUN].,simple,Every day I am working to be a better designer and a more skilled craftsperson. I am a,llama-3.1-8B,-6.220090866088867,-6.110715866088867,-4.766965866088867,0.5273165233795671,0.3309712095467806
crewmember,"['crewmember', 'crewwoman', 'crewman']","I spent years serving as a tank crewmember, then went to Iraq in 2005 and never got in a tank.","I spent years serving as a tank [ROLE NOUN], then went to Iraq in 2005 and never got in a tank.",simple,"I spent years serving as a tank crewmember, then went to Iraq in 2005 and never got in a tank. I am a",llama-3.1-8B,-6.891946315765381,-8.528665542602539,-7.227883815765381,0.1629119724258258,0.6256883217062333
crewmember,"['crewmember', 'crewwoman', 'crewman']",I served almost 9 years as an Armor crewmember before reclassifying to a Graphic Illustrator.,I served almost 9 years as an Armor [ROLE NOUN] before reclassifying to a Graphic Illustrator.,simple,I served almost 9 years as an Armor crewmember before reclassifying to a Graphic Illustrator. I am a,llama-3.1-8B,-7.777636051177978,-9.20732307434082,-7.613573551177978,0.19314745433357888,0.5126352709727328
crewmember,"['crewmember', 'crewwoman', 'crewman']",I also worked as fire/Safety crewmember at the Woodburn Dragstrip.,I also worked as fire/Safety [ROLE NOUN] at the Woodburn Dragstrip.,simple,I also worked as fire/Safety crewmember at the Woodburn Dragstrip. I am a,llama-3.1-8B,-8.323309898376465,-9.655341148376465,-8.034247398376465,0.20882357113887365,0.48629638042330303
delivery person,"['delivery person', 'delivery woman', 'delivery man']","For two years I learned the fundamentals of production working as a camera assistant, photographer, darkroom technician, photo editor, grip, electrician, delivery person and floor sweeper.","For two years I learned the fundamentals of production working as a camera assistant, photographer, darkroom technician, photo editor, grip, electrician, [ROLE NOUN] and floor sweeper.",simple,"For two years I learned the fundamentals of production working as a camera assistant, photographer, darkroom technician, photo editor, grip, electrician, delivery person and floor sweeper. I am a",llama-3.1-8B,-5.976706504821777,-8.109519004821777,-5.953269004821777,0.10594828713637977,0.522124084374873
delivery person,"['delivery person', 'delivery woman', 'delivery man']","I’ve been in the food industry for over 10 years, working all kinds of jobs from delivery person to sou chef.","I’ve been in the food industry for over 10 years, working all kinds of jobs from [ROLE NOUN] to sou chef.",simple,"I’ve been in the food industry for over 10 years, working all kinds of jobs from delivery person to sou chef. I am a",llama-3.1-8B,-6.638839721679688,-7.537277221679687,-5.599777221679688,0.2893716974101636,0.33237634387030507
delivery person,"['delivery person', 'delivery woman', 'delivery man']","They included being a dock worker, a crane operator, a UPS delivery person and, finally, the pinnacle of my achievements, a slaughterhouse manager.","They included being a dock worker, a crane operator, a UPS [ROLE NOUN] and, finally, the pinnacle of my achievements, a slaughterhouse manager.",simple,"They included being a dock worker, a crane operator, a UPS delivery person and, finally, the pinnacle of my achievements, a slaughterhouse manager. I am a",llama-3.1-8B,-3.974001884460449,-4.825564384460449,-4.536501884460449,0.2991051902457072,0.7146135051826192
delivery person,"['delivery person', 'delivery woman', 'delivery man']","I worked four jobs which were the school newspaper business manager, newspaper delivery person, laborer at a garage door company, and served tables in a small town called Mesilla.","I worked four jobs which were the school newspaper business manager, newspaper [ROLE NOUN], laborer at a garage door company, and served tables in a small town called Mesilla.",simple,"I worked four jobs which were the school newspaper business manager, newspaper delivery person, laborer at a garage door company, and served tables in a small town called Mesilla. I am a",llama-3.1-8B,-5.6922712326049805,-6.5047712326049805,-5.1844587326049805,0.30735801686526387,0.46491513725595673
draftsperson,"['draftsperson', 'draftswoman', 'draftsman']","Ten years later, as a professional draftsperson I decided to move to the United States and study art and architecture, which is basically functional art.","Ten years later, as a professional [ROLE NOUN] I decided to move to the United States and study art and architecture, which is basically functional art.",simple,"Ten years later, as a professional draftsperson I decided to move to the United States and study art and architecture, which is basically functional art. I am a",llama-3.1-8B,-6.335467338562012,-5.812029838562012,-4.804217338562012,0.6279512168265432,0.3676016297567957
draftsperson,"['draftsperson', 'draftswoman', 'draftsman']",After my apprenticeship as a draftsperson and an inspiring worldtrip I focused on film.,After my apprenticeship as a [ROLE NOUN] and an inspiring worldtrip I focused on film.,simple,After my apprenticeship as a draftsperson and an inspiring worldtrip I focused on film. I am a,llama-3.1-8B,-6.983665466308594,-8.913352966308594,-7.499290466308594,0.126785173178859,0.6572805303908414
draftsperson,"['draftsperson', 'draftswoman', 'draftsman']",I’m also the sole building designer and draftsperson who personally carries out all building design & drafting work.,I’m also the sole building designer and [ROLE NOUN] who personally carries out all building design & drafting work.,simple,I’m also the sole building designer and draftsperson who personally carries out all building design & drafting work. I am a,llama-3.1-8B,-9.49355697631836,-10.18496322631836,-6.567775249481201,0.3337203189792142,0.0744861446921583
draftsperson,"['draftsperson', 'draftswoman', 'draftsman']","Starting my career as an electronics technician in the US Air Force, I have held many positions in the industry from draftsperson, Panel builder, Technician, Engineer and Project Manager.","Starting my career as an electronics technician in the US Air Force, I have held many positions in the industry from [ROLE NOUN], Panel builder, Technician, Engineer and Project Manager.",simple,"Starting my career as an electronics technician in the US Air Force, I have held many positions in the industry from draftsperson, Panel builder, Technician, Engineer and Project Manager. I am a",llama-3.1-8B,-6.994509696960449,-9.84607219696045,-5.924197196960449,0.05460060578165237,0.26616560390779015
draftsperson,"['draftsperson', 'draftswoman', 'draftsman']",At first with the goal to become an Architect I ended up in art school after an apprenticeship as a architectural draftsperson.,At first with the goal to become an Architect I ended up in art school after an apprenticeship as a architectural [ROLE NOUN].,simple,At first with the goal to become an Architect I ended up in art school after an apprenticeship as a architectural draftsperson. I am a,llama-3.1-8B,-6.610452651977539,-8.438577651977539,-5.610452651977539,0.13846179056896438,0.2992306487475289
draftsperson,"['draftsperson', 'draftswoman', 'draftsman']","I’m a 40-something former draftsperson and web designer living in Helsinki, Finland.","I’m a 40-something former [ROLE NOUN] and web designer living in Helsinki, Finland.",simple,"I’m a 40-something former draftsperson and web designer living in Helsinki, Finland. I am a",llama-3.1-8B,-6.297874450683594,-6.102561950683594,-5.711936950683594,0.5486734944129984,0.5522156146100907
draftsperson,"['draftsperson', 'draftswoman', 'draftsman']","During this time, I acquired extensive industry knowledge and experience as a project manager, construction contract administrator, project architect, designer, and draftsperson.","During this time, I acquired extensive industry knowledge and experience as a project manager, construction contract administrator, project architect, designer, and [ROLE NOUN].",simple,"During this time, I acquired extensive industry knowledge and experience as a project manager, construction contract administrator, project architect, designer, and draftsperson. I am a",llama-3.1-8B,-7.536106586456299,-9.200169563293455,-5.442356586456299,0.15921734431319717,0.127825004332245
draftsperson,"['draftsperson', 'draftswoman', 'draftsman']","I started as a structural draftsperson, then moved into sales and development of building products with a heavy focus on developing new products where I could use my creative side.","I started as a structural [ROLE NOUN], then moved into sales and development of building products with a heavy focus on developing new products where I could use my creative side.",simple,"I started as a structural draftsperson, then moved into sales and development of building products with a heavy focus on developing new products where I could use my creative side. I am a",llama-3.1-8B,-6.542591094970703,-9.019153594970703,-5.581653594970703,0.07751765647688266,0.29312588076423446
draftsperson,"['draftsperson', 'draftswoman', 'draftsman']","I come from a technological background, with a degree in engineering and experience working as a computer technician and draftsperson.","I come from a technological background, with a degree in engineering and experience working as a computer technician and [ROLE NOUN].",simple,"I come from a technological background, with a degree in engineering and experience working as a computer technician and draftsperson. I am a",llama-3.1-8B,-5.919778823852539,-7.583841323852539,-5.122903823852539,0.15921740814605378,0.34899656564615383
draftsperson,"['draftsperson', 'draftswoman', 'draftsman']",I think it is clear that watching the lectures alone will not make anyone a skilled draftsperson.,I think it is clear that watching the lectures alone will not make anyone a skilled [ROLE NOUN].,simple,I think it is clear that watching the lectures alone will not make anyone a skilled draftsperson. I am a,llama-3.1-8B,-7.420222759246826,-10.385066032409668,-5.810847759246826,0.04903964724794733,0.17377696441865795
draftsperson,"['draftsperson', 'draftswoman', 'draftsman']",I started my career in the engineering industry as a draftsperson over a decade ago.,I started my career in the engineering industry as a [ROLE NOUN] over a decade ago.,simple,I started my career in the engineering industry as a draftsperson over a decade ago. I am a,llama-3.1-8B,-7.385881423950195,-7.448381423950195,-5.315568923950195,0.48438008427698437,0.19656121021201364
draftsperson,"['draftsperson', 'draftswoman', 'draftsman']",Being a draftsperson allowed me to use my design abilities.,Being a [ROLE NOUN] allowed me to use my design abilities.,simple,Being a draftsperson allowed me to use my design abilities. I am a,llama-3.1-8B,-6.712750434875488,-7.915875434875488,-4.197125434875488,0.23091976292927185,0.09508540988426753
draftsperson,"['draftsperson', 'draftswoman', 'draftsman']",I'm a photographer by profession and a passionate draftsperson.,I'm a photographer by profession and a passionate [ROLE NOUN].,simple,I'm a photographer by profession and a passionate draftsperson. I am a,llama-3.1-8B,-5.474538803100586,-6.810476303100586,-4.849538803100586,0.20817892905742003,0.40333696566427396
draftsperson,"['draftsperson', 'draftswoman', 'draftsman']","With a working background as a draftsperson and later landscape design, I was drawn to the beautiful letterforms and designs of the past.","With a working background as a [ROLE NOUN] and later landscape design, I was drawn to the beautiful letterforms and designs of the past.",simple,"With a working background as a draftsperson and later landscape design, I was drawn to the beautiful letterforms and designs of the past. I am a",llama-3.1-8B,-8.517580032348633,-8.298830032348633,-6.431642532348633,0.5544704649604273,0.21798532503887944
draftsperson,"['draftsperson', 'draftswoman', 'draftsman']","After I had obtained my university entrance qualification in the field of design and printing technology, I was trained as a construction draftsperson at the magistracy of Gießen.","After I had obtained my university entrance qualification in the field of design and printing technology, I was trained as a construction [ROLE NOUN] at the magistracy of Gießen.",simple,"After I had obtained my university entrance qualification in the field of design and printing technology, I was trained as a construction draftsperson at the magistracy of Gießen. I am a",llama-3.1-8B,-8.599427223205566,-9.458802223205566,-8.279114723205566,0.2974699426047947,0.5081879160606508
draftsperson,"['draftsperson', 'draftswoman', 'draftsman']",Well that’s an interesting one for me to explain as my previous career was heavily involved in the engineering world as I was a CAD draftsperson.,Well that’s an interesting one for me to explain as my previous career was heavily involved in the engineering world as I was a CAD [ROLE NOUN].,simple,Well that’s an interesting one for me to explain as my previous career was heavily involved in the engineering world as I was a CAD draftsperson. I am a,llama-3.1-8B,-6.089017868041992,-6.659330368041992,-4.878080368041992,0.36116472023432084,0.318032404550442
emergency medical technician,"['emergency medical technician', 'ambulancewoman', 'ambulanceman']",Community Involvement: I’ve worked part time with the local ambulance service as an emergency medical technician since 1997 and I’m a PADI certified scuba rescue diver.,Community Involvement: I’ve worked part time with the local ambulance service as an [ROLE NOUN] since 1997 and I’m a PADI certified scuba rescue diver.,simple,Community Involvement: I’ve worked part time with the local ambulance service as an emergency medical technician since 1997 and I’m a PADI certified scuba rescue diver. I am a,llama-3.1-8B,-8.557165145874023,-10.127477645874023,-8.596227645874023,0.17217184695139576,0.5567573613148502
emergency medical technician,"['emergency medical technician', 'ambulancewoman', 'ambulanceman']","I have a Bachelors of Science in Psychology; completed emergency medical technician training and I am working on a 200hr Yoga teaching certificate, certified by Yoga Alliance.","I have a Bachelors of Science in Psychology; completed [ROLE NOUN] training and I am working on a 200hr Yoga teaching certificate, certified by Yoga Alliance.",simple,"I have a Bachelors of Science in Psychology; completed emergency medical technician training and I am working on a 200hr Yoga teaching certificate, certified by Yoga Alliance. I am a",llama-3.1-8B,-9.334424018859863,-7.080517768859863,-6.525830268859863,0.9049869480120962,0.38820760443442354
emergency medical technician,"['emergency medical technician', 'ambulancewoman', 'ambulanceman']",I first became aware of the discrepancies in health care while working as an emergency medical technician.,I first became aware of the discrepancies in health care while working as an [ROLE NOUN].,simple,I first became aware of the discrepancies in health care while working as an emergency medical technician. I am a,llama-3.1-8B,-5.565382480621338,-5.409132480621338,-4.823194980621338,0.538983220687684,0.5080326435872122
emergency medical technician,"['emergency medical technician', 'ambulancewoman', 'ambulanceman']","For those who dont know me personally, I’m a freelance Expedition Leader, Mechanic, Wilderness emergency medical technician, Bushcraft & Survival Instructor, Writer and Photographer.","For those who dont know me personally, I’m a freelance Expedition Leader, Mechanic, Wilderness [ROLE NOUN], Bushcraft & Survival Instructor, Writer and Photographer.",simple,"For those who dont know me personally, I’m a freelance Expedition Leader, Mechanic, Wilderness emergency medical technician, Bushcraft & Survival Instructor, Writer and Photographer. I am a",llama-3.1-8B,-5.225749492645264,-9.174968719482422,-6.475749492645264,0.018905438296958243,0.7805863198360696
